CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL4156	100462	Aldolase	Q27744	SINGLE PROTEIN	Plasmodium falciparum	1	1
CHEMBL4157	100463	Phospholipase B	P0CP75	SINGLE PROTEIN	Cryptococcus neoformans var. neoformans B-3501A	24	44
CHEMBL4158	11535	Fatty acid synthase	P49327	SINGLE PROTEIN	Homo sapiens	2101	3656
CHEMBL4161	100484	Urease	P07374	SINGLE PROTEIN	Canavalia ensiformis	415	644
CHEMBL4167	100599	Phospholipase A2 group V	P97391	SINGLE PROTEIN	Mus musculus	29	30
CHEMBL4211	100679	Carbonic anhydrase 1	O24855	SINGLE PROTEIN	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori)	47	82
CHEMBL4230	11461	DOPA decarboxylase	O88533	SINGLE PROTEIN	Mus musculus	8	15
CHEMBL4237	10850	Ribosomal protein S6 kinase alpha 5	O75582	SINGLE PROTEIN	Homo sapiens	1658	2519
CHEMBL4281	12652	Group IID secretory phospholipase A2	Q9UNK4	SINGLE PROTEIN	Homo sapiens	24	24
CHEMBL4286	12678	Spermidine/spermine N(1)-acetyltransferase 1	P21673	SINGLE PROTEIN	Homo sapiens	34	55
CHEMBL4627	12959	Myosin light chain kinase	Q32MK0	SINGLE PROTEIN	Homo sapiens	79	79
CHEMBL4647	10089	Peptide deformylase mitochondrial	Q9HBH1	SINGLE PROTEIN	Homo sapiens	109	131
CHEMBL4667	100830	Group III secretory phopholipase A2	Q9NZ20	SINGLE PROTEIN	Homo sapiens	22	31
CHEMBL4685	100643	Indoleamine 2,3-dioxygenase	P14902	SINGLE PROTEIN	Homo sapiens	948	1669
CHEMBL4690	18070	Phenylalanyl-tRNA synthetase alpha chain	Q8P1K1	SINGLE PROTEIN	Streptococcus pyogenes serotype M18 (strain MGAS8232)	21	42
CHEMBL4699	100792	Isoprenylcysteine carboxyl methyltransferase	O60725	SINGLE PROTEIN	Homo sapiens	395	531
CHEMBL4702	11583	Dopamine beta-hydroxylase	P15101	SINGLE PROTEIN	Bos taurus	185	321
CHEMBL4728	20038	Beta-xylosidase	O00089	SINGLE PROTEIN	Aspergillus niger	27	36
CHEMBL4335	12506	MAP kinase p38 beta	Q9WUI1	SINGLE PROTEIN	Mus musculus	37	37
CHEMBL4343	12511	DNA polymerase beta	P06766	SINGLE PROTEIN	Rattus norvegicus	96	198
CHEMBL4358	20075	Arachidonate 15-lipoxygenase	P12530	SINGLE PROTEIN	Oryctolagus cuniculus	1040	2010
CHEMBL4363	100420	Tyrosine-protein kinase Lyn	Q07014	SINGLE PROTEIN	Rattus norvegicus	7	7
CHEMBL4367	100424	Tyrosine-protein kinase TXK	P42681	SINGLE PROTEIN	Homo sapiens	676	1263
CHEMBL4371	100638	Beta-amylase	P16098	SINGLE PROTEIN	Hordeum vulgare	20	20
CHEMBL4384	100308	Beta-1,4-galactosyltransferase 1	P15291	SINGLE PROTEIN	Homo sapiens	35	37
CHEMBL4405	100642	Helicase IV	P15038	SINGLE PROTEIN	Escherichia coli K-12	6	20
CHEMBL4411	100226	Prostaglandin E synthase 2	Q9H7Z7	SINGLE PROTEIN	Homo sapiens	294	316
CHEMBL4418	100313	dUTP pyrophosphatase	O15826	SINGLE PROTEIN	Leishmania major	49	49
CHEMBL4430	12971	Cytochrome P450 17A1	P11715	SINGLE PROTEIN	Rattus norvegicus	276	490
CHEMBL4436	11946	Glutathione S-transferase Yc-1	P04904	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL4446	12583	Kallikrein 4	Q9Y5K2	SINGLE PROTEIN	Homo sapiens	25	33
CHEMBL4514	100843	Casein kinase II alpha	P28523	SINGLE PROTEIN	Zea mays	16	16
CHEMBL4516	100845	Serine/threonine-protein kinase MRCK-A	Q5VT25	SINGLE PROTEIN	Homo sapiens	1474	2073
CHEMBL4521	100474	Cytochrome P450 24A1	Q07973	SINGLE PROTEIN	Homo sapiens	73	125
CHEMBL4528	100227	Hyaluronidase-1	Q12794	SINGLE PROTEIN	Homo sapiens	8	8
CHEMBL4533	100073	AMP-activated protein kinase, alpha-1 subunit	P54645	SINGLE PROTEIN	Rattus norvegicus	6	10
CHEMBL4551	10121	Trypsin III	P35030	SINGLE PROTEIN	Homo sapiens	19	19
CHEMBL4557	11147	Granzyme K	P49864	SINGLE PROTEIN	Rattus norvegicus	36	36
CHEMBL4576	100852	Homeodomain-interacting protein kinase 2	Q9H2X6	SINGLE PROTEIN	Homo sapiens	1058	1290
CHEMBL4600	30025	Serine/threonine-protein kinase PAK 1	Q13153	SINGLE PROTEIN	Homo sapiens	1557	2125
CHEMBL4618	237	Leukotriene A4 hydrolase	P09960	SINGLE PROTEIN	Homo sapiens	687	1118
CHEMBL4750	100796	Dual-specificity tyrosine-phosphorylation regulated kinase 1A	Q61214	SINGLE PROTEIN	Mus musculus	19	35
CHEMBL4760	10784	Deoxynucleoside kinase	Q9XZT6	SINGLE PROTEIN	Drosophila melanogaster	78	95
CHEMBL4766	12683	Pyruvate dehydrogenase kinase isoform 1	Q15118	SINGLE PROTEIN	Homo sapiens	1313	1430
CHEMBL4768	17066	Acetylcholinesterase	P23795	SINGLE PROTEIN	Bos taurus	628	979
CHEMBL4772	12608	1-acylglycerol-3-phosphate O-acyltransferase beta	O15120	SINGLE PROTEIN	Homo sapiens	123	131
CHEMBL4775	10716	Spermidine/spermine N(1)-acetyltransferase 1	P48026	SINGLE PROTEIN	Mus musculus	7	10
CHEMBL4780	10437	Acetylcholinesterase	P04058	SINGLE PROTEIN	Torpedo californica	331	598
CHEMBL4784	11391	Thymidine kinase	P09250	SINGLE PROTEIN	Varicella-zoster virus (strain Dumas) (HHV-3) (Human herpesvirus 3)	47	56
CHEMBL4788	11421	Chorismate synthase	P0A2Y6	SINGLE PROTEIN	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	44	44
CHEMBL262	10197	Glycogen synthase kinase-3 beta	P49841	SINGLE PROTEIN	Homo sapiens	5513	7251
CHEMBL4801	11624	Caspase-1	P29466	SINGLE PROTEIN	Homo sapiens	4856	6120
CHEMBL4834	10127	Cytosolic phospholipase A2 gamma	Q9UP65	SINGLE PROTEIN	Homo sapiens	8	8
CHEMBL4852	30049	Mitogen-activated protein kinase kinase kinase kinase 5	Q9Y4K4	SINGLE PROTEIN	Homo sapiens	844	922
CHEMBL4863	10853	Kallikrein 13	Q9UKR3	SINGLE PROTEIN	Homo sapiens	1	2
CHEMBL4878	10147	Cytochrome P450 1B1	Q16678	SINGLE PROTEIN	Homo sapiens	233	295
CHEMBL4905	100629	Receptor-type tyrosine-protein phosphatase gamma	P23470	SINGLE PROTEIN	Homo sapiens	40	48
CHEMBL4923	10146	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 2	Q9Y237	SINGLE PROTEIN	Homo sapiens	5	6
CHEMBL4955	12857	Tryptase gamma	Q9NRR2	SINGLE PROTEIN	Homo sapiens	13	16
CHEMBL4996	11753	Fucosyltransferase 4	P22083	SINGLE PROTEIN	Homo sapiens	15	41
CHEMBL5035	20059	Heme oxygenase 1	P06762	SINGLE PROTEIN	Rattus norvegicus	136	156
CHEMBL5037	20159	Caspase-10	Q92851	SINGLE PROTEIN	Homo sapiens	15	19
CHEMBL5070	20153	Beta-ketoacyl-ACP synthase III	Q820T1	SINGLE PROTEIN	Enterococcus faecalis (strain ATCC 700802 / V583)	51	89
CHEMBL5073	30028	CaM kinase I delta	Q8IU85	SINGLE PROTEIN	Homo sapiens	1121	1815
CHEMBL5090	101064	Lanosterol 14-alpha demethylase	P9WPP9	SINGLE PROTEIN	Mycobacterium tuberculosis	30	32
CHEMBL5220	101118	Farnesyltransferase, putative	Q4CXF7	SINGLE PROTEIN	Trypanosoma cruzi (strain CL Brener)	1	1
CHEMBL5121	101078	Mitogen-activated protein kinase 6	Q16659	SINGLE PROTEIN	Homo sapiens	246	299
CHEMBL5131	10445	Trypanothione reductase	P28593	SINGLE PROTEIN	Trypanosoma cruzi	488	850
CHEMBL5141	100146	Cytochrome P450 26A1	O43174	SINGLE PROTEIN	Homo sapiens	194	284
CHEMBL5149	101084	Pyruvate kinase	Q27686	SINGLE PROTEIN	Leishmania mexicana	3373	6724
CHEMBL5150	101085	Luciferin 4-monooxygenase	Q27757	SINGLE PROTEIN	Photuris pennsylvanica	58	160
CHEMBL5151	101086	Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha	Q28263	SINGLE PROTEIN	Canis lupus familiaris	5	5
CHEMBL5152	101087	Microsomal prostaglandin E synthase-1	Q2TJZ7	SINGLE PROTEIN	Sus scrofa	1	1
CHEMBL5157	101092	Carbapenem-hydrolyzing beta-lactamase SME-3	Q6PRG8	SINGLE PROTEIN	Serratia marcescens	8	51
CHEMBL5189	101107	Sialidase	P10481	SINGLE PROTEIN	Clostridium perfringens	75	275
CHEMBL5251	100097	Tyrosine-protein kinase BTK	Q06187	SINGLE PROTEIN	Homo sapiens	3283	4668
CHEMBL5261	101131	Serine/threonine-protein kinase TAO1	Q7L7X3	SINGLE PROTEIN	Homo sapiens	1269	1571
CHEMBL5274	100906	Tyrosine-protein kinase receptor Tie-1	P35590	SINGLE PROTEIN	Homo sapiens	106	145
CHEMBL5276	18038	3-dehydroquinate dehydratase	P15474	SINGLE PROTEIN	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	29	29
CHEMBL5289	100940	DNA nucleotidylexotransferase	P06526	SINGLE PROTEIN	Bos taurus	17	17
CHEMBL5300	101146	DNA topoisomerase	A0JN73	SINGLE PROTEIN	Bos taurus	34	41
CHEMBL5322	100920	Deoxyguanosine kinase	Q0H0G8	SINGLE PROTEIN	Staphylococcus aureus	1	4
CHEMBL5353	101165	Acyl-CoA desaturase 1	P13516	SINGLE PROTEIN	Mus musculus	328	340
CHEMBL5356	101168	Cycloartenol synthase	P38605	SINGLE PROTEIN	Arabidopsis thaliana	31	31
CHEMBL5364	100931	Serine/threonine protein kinase NLK	Q9UBE8	SINGLE PROTEIN	Homo sapiens	318	535
CHEMBL5365	100932	DNA polymerase kappa	Q9UBT6	SINGLE PROTEIN	Homo sapiens	7689	8653
CHEMBL5525	100006	3-beta-hydroxysteroid-delta(8),delta(7)-isomerase	Q60490	SINGLE PROTEIN	Cavia porcellus	124	132
CHEMBL5534	100176	Amine oxidase	Q43077	SINGLE PROTEIN	Pisum sativum	9	9
CHEMBL5540	101011	Penicillin-binding protein 1B	Q9X6W0	SINGLE PROTEIN	Pseudomonas aeruginosa	6	6
CHEMBL5542	101013	DNA polymerase eta	Q9Y253	SINGLE PROTEIN	Homo sapiens	19071	21678
CHEMBL5415	100975	Serine/threonine-protein kinase SRPK3	Q9UPE1	SINGLE PROTEIN	Homo sapiens	651	1203
CHEMBL5431	101187	Histidinol dehydrogenase	Q8G2R2	SINGLE PROTEIN	Brucella suis biovar 1 (strain 1330)	32	48
CHEMBL5509	101003	Rho-associated protein kinase 1	Q63644	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL5515	101217	Protein kinase C-like 1	P43057	SINGLE PROTEIN	Candida albicans	1	1
CHEMBL5516	101218	Monoacylglycerol lipase ABHD12	Q8N2K0	SINGLE PROTEIN	Homo sapiens	83	114
CHEMBL5518	101220	Misshapen-like kinase 1	Q8N4C8	SINGLE PROTEIN	Homo sapiens	1366	1942
CHEMBL5519	101221	Serine/threonine-protein kinase DCLK2	Q8N568	SINGLE PROTEIN	Homo sapiens	661	1248
CHEMBL5767	101546	PROBABLE TRANSMEMBRANE CARBONIC ANHYDRASE (CARBONATE DEHYDRATASE) (CARBONIC DEHYDRATASE)	P96878	SINGLE PROTEIN	Mycobacterium tuberculosis	101	107
CHEMBL1075072	102594	DNA-directed RNA polymerase	P00573	SINGLE PROTEIN	Enterobacteria phage T7	8	8
CHEMBL5776	101324	Mitogen-activated protein kinase kinase kinase 7	O43318	SINGLE PROTEIN	Homo sapiens	477	729
CHEMBL5782	101330	Type-2 restriction enzyme ScaI	O52691	SINGLE PROTEIN	Streptomyces caespitosus	4	4
CHEMBL5795	101558	Arylamine N-acetyltransferase	Q9HUY3	SINGLE PROTEIN	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	17	20
CHEMBL1075076	102601	UDP-galactopyranose mutase	P37747	SINGLE PROTEIN	Escherichia coli K-12	3	3
CHEMBL1075079	102604	Cystathionine beta-lyase metC	P06721	SINGLE PROTEIN	Escherichia coli K-12	23	23
CHEMBL1075156	103084	Metacaspase	Q8T8E6	SINGLE PROTEIN	Trypanosoma brucei	5	5
CHEMBL1075159	103098	Beta-lactamase	Q8RLA6	SINGLE PROTEIN	Acinetobacter baumannii	31	135
CHEMBL1075164	103103	DNA topoisomerase 1	Q9WUL0	SINGLE PROTEIN	Rattus norvegicus	1	2
CHEMBL5816	101346	Arylsulfatase	P51691	SINGLE PROTEIN	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	5	15
CHEMBL5831	102986	Farnesyl diphosphate synthase	Q197X6	SINGLE PROTEIN	Toxoplasma gondii	47	52
CHEMBL5832	102988	Cathepsin B-like cysteine protease	Q6R7Z5	SINGLE PROTEIN	Trypanosoma brucei	88	88
CHEMBL5833	102989	Farnesyl synthetase, putative	Q964Q8	SINGLE PROTEIN	Trypanosoma cruzi	18	20
CHEMBL1075174	103116	Beta-lactamase SHV-5	P0A3M1	SINGLE PROTEIN	Klebsiella pneumoniae	15	17
CHEMBL5848	101352	Oligo-1,6-glucosidase	P53051	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	176	218
CHEMBL5608	101034	NT-3 growth factor receptor	Q16288	SINGLE PROTEIN	Homo sapiens	1287	1734
CHEMBL5614	101040	Non-lysosomal glucosylceramidase	Q69ZF3	SINGLE PROTEIN	Mus musculus	11	15
CHEMBL1075308	102862	Thrombin	P19221	SINGLE PROTEIN	Mus musculus	7	7
CHEMBL5635	102470	Brevianamide F prenyltransferase	Q4WAW7	SINGLE PROTEIN	Aspergillus fumigatus	18	40
CHEMBL5637	102472	Pyruvate kinase isozymes M1/M2	P11974	SINGLE PROTEIN	Oryctolagus cuniculus	1	1
CHEMBL5640	102462	Prolyl 4-hydroxylase subunit alpha-2	O15460	SINGLE PROTEIN	Homo sapiens	12	12
CHEMBL5641	102463	V-type proton ATPase subunit B, brain isoform	P21281	SINGLE PROTEIN	Homo sapiens	1	2
CHEMBL1075095	103145	Acetolactate synthase catalytic subunit, mitochondrial	P07342	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	9	10
CHEMBL5658	101277	Prostaglandin E synthase	O14684	SINGLE PROTEIN	Homo sapiens	1545	2623
CHEMBL1075110	103036	Sterol 14-alpha demethylase	Q7Z1V1	SINGLE PROTEIN	Trypanosoma cruzi (strain CL Brener)	25	68
CHEMBL5694	101292	DNA ligase 1	P18858	SINGLE PROTEIN	Homo sapiens	77	99
CHEMBL5696	101294	Gamma-glutamyltranspeptidase 1	P19440	SINGLE PROTEIN	Homo sapiens	47	66
CHEMBL1075025	102975	Undecaprenyl pyrophosphate synthase	Q97SR4	SINGLE PROTEIN	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	32	32
CHEMBL1075130	103058	Thymidine kinase	Q9PPP5	SINGLE PROTEIN	Ureaplasma parvum serovar 3 (strain ATCC 700970)	15	71
CHEMBL5731	101521	Complement factor B	P00751	SINGLE PROTEIN	Homo sapiens	46	92
CHEMBL1075045	102555	Dihydropteroate synthase	Q81VW8	SINGLE PROTEIN	Bacillus anthracis	39	77
CHEMBL5751	101314	Beta-lactamase	Q93T42	SINGLE PROTEIN	Bacillus anthracis	4	4
CHEMBL6178	102455	Candidapepsin-6	P43095	SINGLE PROTEIN	Candida albicans	3	3
CHEMBL6191	102799	SPS1/STE20-related protein kinase YSK4	Q56UN5	SINGLE PROTEIN	Homo sapiens	96	103
CHEMBL1641351	103833	Pyruvate carboxylase, mitochondrial	Q29RK2	SINGLE PROTEIN	Bos taurus	1	1
CHEMBL5856	101360	Serine/threonine-protein kinase PFTAIRE-2	Q96Q40	SINGLE PROTEIN	Homo sapiens	85	91
CHEMBL5858	101362	Alanyl-tRNA synthetase	Q97Q48	SINGLE PROTEIN	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	1	2
CHEMBL5909	101604	Hypoxia-inducible factor 1-alpha inhibitor	Q9NWT6	SINGLE PROTEIN	Homo sapiens	37	38
CHEMBL1075209	102905	Heme oxygenase	O69002	SINGLE PROTEIN	Pseudomonas aeruginosa	121	217
CHEMBL5929	101383	Alanine aminotransferase 1	P24298	SINGLE PROTEIN	Homo sapiens	4	5
CHEMBL5937	101609	Elongation of very long chain fatty acids protein 5	Q9NYP7	SINGLE PROTEIN	Homo sapiens	4	4
CHEMBL5990	102639	Breast cancer type 1 susceptibility protein	P38398	SINGLE PROTEIN	Homo sapiens	15819	15908
CHEMBL1075234	102937	Phosphoenolpyruvate carboxykinase, cytosolic [GTP]	P07379	SINGLE PROTEIN	Rattus norvegicus	16	16
CHEMBL1075237	102940	Nucleoside triphosphate diphosphohydrolase 3	Q80Z26	SINGLE PROTEIN	Rattus norvegicus	6	7
CHEMBL1075240	102943	L-serine dehydratase/L-threonine deaminase	P09367	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL6003	101408	Testis-specific serine/threonine-protein kinase 1	Q9BXA7	SINGLE PROTEIN	Homo sapiens	1218	1818
CHEMBL6014	102391	Testis-specific serine/threonine-protein kinase 2	Q96PF2	SINGLE PROTEIN	Homo sapiens	1114	1661
CHEMBL1075252	102958	Homoisocitrate dehydrogenase, mitochondrial	P40495	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	23	50
CHEMBL6039	101424	DNA polymerase alpha catalytic subunit	P26019	SINGLE PROTEIN	Drosophila melanogaster	5	5
CHEMBL6053	102398	Class A carbapenemase	A9LM97	SINGLE PROTEIN	Klebsiella pneumoniae	3	3
CHEMBL6057	102402	Lactoylglutathione lyase	P50107	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	10	12
CHEMBL6060	102868	Arylamine N-acetyltransferase	O86309	SINGLE PROTEIN	Mycobacterium smegmatis	3	5
CHEMBL6070	102879	Probable serine/threonine-protein kinase pknG	P9WI73	SINGLE PROTEIN	Mycobacterium tuberculosis	55	117
CHEMBL1075272	102819	Methionine aminopeptidase 2	O08663	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL6078	101429	Glutamate racemase	P56068	SINGLE PROTEIN	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori)	25	38
CHEMBL6091	101442	Ribonuclease pancreatic	P61823	SINGLE PROTEIN	Bos taurus	56	154
CHEMBL6118	102762	Quinone oxidoreductase	Q08257	SINGLE PROTEIN	Homo sapiens	4	4
CHEMBL6125	101450	Histidine kinase	Q9C5U1	SINGLE PROTEIN	Arabidopsis thaliana	35	36
CHEMBL6158	102791	Ubiquitin carboxyl-terminal hydrolase 5	P45974	SINGLE PROTEIN	Homo sapiens	11	18
CHEMBL6161	102796	UDP-glucuronosyltransferase 2B15	P54855	SINGLE PROTEIN	Homo sapiens	136	165
CHEMBL1075297	102848	Ornithine aminotransferase, mitochondrial	P29758	SINGLE PROTEIN	Mus musculus	4	4
CHEMBL6162	101460	Serine/threonine-protein kinase PFTAIRE-1	O94921	SINGLE PROTEIN	Homo sapiens	114	152
CHEMBL1697666	103945	Extended-spectrum beta-lactamase PER-6	D5HSX5	SINGLE PROTEIN	Aeromonas allosaccharophila	16	46
CHEMBL1772931	104145	Uracil-DNA glycosylase	P04303	SINGLE PROTEIN	Vaccinia virus (strain Western Reserve) (VACV) (Vaccinia virus (strainWR))	28	82
CHEMBL1681610	103903	Amine oxidase [flavin-containing]	Q6NSN2	SINGLE PROTEIN	Danio rerio	1	1
CHEMBL1293271	103704	Serine/threonine-protein phosphatase	B9W6M3	SINGLE PROTEIN	Candida dubliniensis (strain CD36 / CBS 7987 / NCPF 3949 / NRRLY-17841) (Yeast)	362	383
CHEMBL2743	11970	cAMP-dependent protein kinase, gamma catalytic subunit	P22612	SINGLE PROTEIN	Homo sapiens	9	9
CHEMBL1293275	103708	Eyes absent homolog 2	O00167	SINGLE PROTEIN	Homo sapiens	5733	5787
CHEMBL3891	12955	Calpain 1	P07384	SINGLE PROTEIN	Homo sapiens	854	1046
CHEMBL1743184	104072	Microsomal glutathione S-transferase 1	P10620	SINGLE PROTEIN	Homo sapiens	3	3
CHEMBL1741179	103975	Probable DNA dC->dU-editing enzyme APOBEC-3A	P31941	SINGLE PROTEIN	Homo sapiens	829	876
CHEMBL1255149	103560	Lysosomal Pro-X carboxypeptidase	Q7TMR0	SINGLE PROTEIN	Mus musculus	176	241
CHEMBL1667666	103858	Sucrase-isomaltase	B5THE3	SINGLE PROTEIN	Mus musculus	26	26
CHEMBL1770034	104126	Phosphatidylinositol-5-phosphate 4-kinase type-2 gamma	Q8TBX8	SINGLE PROTEIN	Homo sapiens	182	182
CHEMBL1770043	104135	6-phosphogluconate dehydrogenase, decarboxylating, putative	Q38DI7	SINGLE PROTEIN	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	5	5
CHEMBL1770045	104137	Glucose-6-phosphate isomerase	Q9N1E2	SINGLE PROTEIN	Oryctolagus cuniculus	1	1
CHEMBL1741212	104008	Glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase	Q9BHT9	SINGLE PROTEIN	Plasmodium berghei	587	1761
CHEMBL3833502	116927	Alpha glucosidase	O43451, P10253, P14410, Q2M2H8	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL4620	12366	Hepatitis C virus polyprotein	P26664	SINGLE PROTEIN	Hepatitis C virus genotype 1a (isolate 1) (HCV)	240	314
CHEMBL1795090	104172	Abhydrolase domain-containing protein 11	Q8K4F5	SINGLE PROTEIN	Mus musculus	7	10
CHEMBL1667692	103884	Carbapenem-hydrolyzing beta-lactamase BlaB-1	O08498	SINGLE PROTEIN	Flavobacterium meningosepticum	12	12
CHEMBL1667693	103885	Extended spectrum beta-lactamase CTX-M-71	C8YUV9	SINGLE PROTEIN	Klebsiella pneumoniae	12	36
CHEMBL1681627	103920	Cathepsin E	P70269	SINGLE PROTEIN	Mus musculus	1	2
CHEMBL1275209	103579	PH domain leucine-rich repeat-containing protein phosphatase 2	Q6ZVD8	SINGLE PROTEIN	Homo sapiens	31	32
CHEMBL1293314	103747	Ubiquitin carboxyl-terminal hydrolase BAP1	Q92560	SINGLE PROTEIN	Homo sapiens	42	42
CHEMBL1250375	103508	NADPH oxidase 4	Q9NPH5	SINGLE PROTEIN	Homo sapiens	167	226
CHEMBL1687678	103926	IAA-amino acid hydrolase ILR1-like 4	O04373	SINGLE PROTEIN	Arabidopsis thaliana	21	21
CHEMBL1667669	103861	Outer membrane protein MIP	Q70YI1	SINGLE PROTEIN	Legionella pneumophila	40	69
CHEMBL1641344	103826	Inositol phosphorylceramide synthase catalytic subunit AUR1	P36107	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	3	11
CHEMBL1667695	103887	Beta-lactamase NDM-1	C7C422	SINGLE PROTEIN	Klebsiella pneumoniae	43	103
CHEMBL1287597	103599	Metallo-beta-lactamase	Q8KKG1	SINGLE PROTEIN	Caulobacter vibrioides	9	9
CHEMBL1795151	104231	Bis(5'-adenosyl)-triphosphatase	P49789	SINGLE PROTEIN	Homo sapiens	17	37
CHEMBL1795159	104239	Rhamnosyltransferase 1 subunit A	Q51559	SINGLE PROTEIN	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	13	49
CHEMBL1921665	104381	Phospho-N-acetylmuramoyl-pentapeptide-transferase	P9WMW7	SINGLE PROTEIN	Mycobacterium tuberculosis	1	1
CHEMBL1949487	104457	Bifunctional protein GlmU	Q97R46	SINGLE PROTEIN	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	38	38
CHEMBL1949491	104461	Pro-cathepsin H	P49935	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL2095193	104777	Tryptase	Q15661, Q9BZJ3, Q9NRR2	PROTEIN FAMILY	Homo sapiens	298	318
CHEMBL1075321	103169	Glycogen synthase kinase-3 beta	Q9WV60	SINGLE PROTEIN	Mus musculus	39	58
CHEMBL1250404	103518	Cytochrome c oxidase subunit 2	O78750	SINGLE PROTEIN	Ovis aries	8	8
CHEMBL1250413	103527	CAAX prenyl protease 2	Q03530	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	326	349
CHEMBL1163101	103430	Serine/threonine-protein kinase/endoribonuclease IRE1	O75460	SINGLE PROTEIN	Homo sapiens	578	1542
CHEMBL1163108	103437	STE20/SPS1-related proline-alanine-rich protein kinase	Q9UEW8	SINGLE PROTEIN	Homo sapiens	89	95
CHEMBL1163112	103441	Cyclin-dependent kinase-like 5	O76039	SINGLE PROTEIN	Homo sapiens	85	91
CHEMBL1671609	103896	ERO1-like protein alpha	Q96HE7	SINGLE PROTEIN	Homo sapiens	12	12
CHEMBL1671610	103897	Cytosol aminopeptidase	P00727	SINGLE PROTEIN	Bos taurus	30	33
CHEMBL1795197	104277	Heat-stable enterotoxin receptor	P25092	SINGLE PROTEIN	Homo sapiens	5	5
CHEMBL1908381	104312	Peripheral plasma membrane protein CASK	O14936	SINGLE PROTEIN	Homo sapiens	87	87
CHEMBL2046263	104564	Neuraminidase	P0DOF9	SINGLE PROTEIN	Influenza A virus (strain A/Udorn/307/1972 H3N2)	1	1
CHEMBL1908383	104314	Phosphatidylinositol-4-phosphate 5-kinase type-1 gamma	O60331	SINGLE PROTEIN	Homo sapiens	125	125
CHEMBL2069163	104600	Dual specificity testis-specific protein kinase 2	Q96S53	SINGLE PROTEIN	Homo sapiens	24	24
CHEMBL2052031	104573	Peptidyl-prolyl cis-trans isomerase FKBP5	Q13451	SINGLE PROTEIN	Homo sapiens	154	167
CHEMBL1795169	104249	Neuraminidase	Q9IGQ6	SINGLE PROTEIN	Influenza A virus (strain A/Brevig Mission/1/1918 H1N1) (Influenza Avirus (strain A/South Carolina/1/1918 H1N1))	19	51
CHEMBL4045	11364	AMP-activated protein kinase, alpha-1 subunit	Q13131	SINGLE PROTEIN	Homo sapiens	1508	1974
CHEMBL2095179	104763	Adenylate cyclase	D4A3N4, P21932, P26769, P26770, P40146, Q03343, Q04400, Q8CFM9	PROTEIN FAMILY	Rattus norvegicus	107	172
CHEMBL2096618	104811	Bcr/Abl fusion protein	P00519, P11274	CHIMERIC PROTEIN	Homo sapiens	736	1018
CHEMBL1907986	104311	Cytochrome P450 2C6	P05178	SINGLE PROTEIN	Rattus norvegicus	2	3
CHEMBL2095150	104735	Phosphodiesterase 1	P54750, Q01064, Q14123	PROTEIN FAMILY	Homo sapiens	460	655
CHEMBL2096907	104844	AMP-activated protein kinase, AMPK	O43741, P54619, P54646, Q13131, Q9UGI9, Q9UGJ0, Q9Y478	PROTEIN COMPLEX GROUP	Homo sapiens	591	795
CHEMBL2097163	104874	Phosphodiesterase 6	O43924, P16499, P18545, P35913, P51160, Q13956	PROTEIN FAMILY	Homo sapiens	143	152
CHEMBL2097164	104875	CaM kinase II	Q13554, Q13555, Q13557, Q9UQM7	PROTEIN FAMILY	Homo sapiens	142	149
CHEMBL2097166	104877	Phosphodiesterase 1	P14100, Q01061	PROTEIN FAMILY	Bos taurus	194	205
CHEMBL1914270	104366	Estradiol 17-beta-dehydrogenase 2	P51658	SINGLE PROTEIN	Mus musculus	49	53
CHEMBL2016430	104508	NEDD8-activating enzyme E1 catalytic subunit	Q8TBC4	SINGLE PROTEIN	Homo sapiens	125	125
