log_fl	modelname	target	optimizer	learning_rate	epoch	hidden1	hidden2	dropout	rotate	save_model	test_f1score	test_mcc	test_accuracy	test_precision	test_recall	test_tp	test_fp	test_tn	test_fn	test_threshold	val_auc	val_auprc	test_auc	test_auprc
convnetTop5Run_3030.out	CNNModel	CHEMBL258	RMSprop	0.001	30	32	0	0.6	0	1	0.81	0.59	0.79	0.76	0.87	233	75	191	35	0.25	0.87	0.85	0.88	0.86
convnetTop5Run_492.out	CNNModel	CHEMBL4980	adam	0.001	30	128	0	0.6	0	1	0.78	0.48	0.73	0.7	0.89	62	27	35	8	0.69	0.83	0.86	0.84	0.87
convnetTop5Run_1196.out	CNNModel	CHEMBL3045	adam	0.001	15	128	0	0.8	0	1	0.72	0.35	0.64	0.59	0.92	100	70	43	9	0.36	0.67	0.67	0.73	0.69
convnetTop5Run_486.out	CNNModel	CHEMBL315	adam	0.001	15	32	0	0.8	0	1	0.0	0.0	0.5	0.0	0.0	0	0	33	33	1.0	0.66	0.6	0.57	0.62
convnetTop5Run_1182.out	CNNModel	CHEMBL4111	adam	0.001	15	256	0	0.8	0	1	0.94	0.88	0.94	0.98	0.91	49	1	42	5	0.56	0.97	0.98	0.94	0.97
convnetTop5Run_109.out	CNNModel	CHEMBL3198	adam	0.0005	30	128	0	0.6	0	1	0.84	0.65	0.83	0.81	0.88	38	9	29	5	0.93	0.76	0.75	0.93	0.95
convnetTop5Run_2104.out	CNNModel	CHEMBL1941	adam	0.001	30	256	0	0.6	0	1	0.8	0.56	0.78	0.76	0.83	35	11	29	7	0.38	0.85	0.88	0.84	0.85
convnetTop5Run_2110.out	CNNModel	CHEMBL1947	adam	0.001	15	256	0	0.6	0	1	0.89	0.8	0.9	0.93	0.86	67	5	78	11	0.27	0.95	0.95	0.97	0.97
convnetTop5Run_2676.out	CNNModel	CHEMBL4336	adam	0.001	15	128	0	0.6	0	1	0.84	0.61	0.8	0.77	0.92	44	13	26	4	0.28	0.92	0.94	0.89	0.91
convnetTop5Run_2886.out	CNNModel	CHEMBL3145	adam	0.001	30	256	0	0.8	0	1	0.86	0.52	0.8	0.82	0.9	76	17	23	8	0.52	0.88	0.94	0.78	0.86
convnetTop5Run_2138.out	CNNModel	CHEMBL3983	adam	0.0005	15	128	0	0.8	0	1	0.87	0.76	0.88	0.89	0.86	62	8	69	10	0.07	0.9	0.93	0.92	0.93
convnetTop5Run_135.out	CNNModel	CHEMBL1981	adam	0.0001	30	256	0	0.6	0	1	0.77	0.48	0.73	0.67	0.91	105	51	56	10	0.07	0.91	0.92	0.88	0.9
convnetTop5Run_1425.out	CNNModel	CHEMBL261	adam	0.0005	15	128	0	0.8	0	1	0.75	0.46	0.73	0.76	0.75	81	26	64	27	0.77	0.84	0.9	0.79	0.82
convnetTop5Run_2892.out	CNNModel	CHEMBL4101	adam	0.001	30	128	0	0.8	0	1	0.83	0.64	0.82	0.8	0.87	20	5	16	3	0.75	0.87	0.92	0.89	0.93
convnetTop5Run_2879.out	CNNModel	CHEMBL248	RMSprop	0.0005	30	32	0	0.8	0	1	0.82	0.65	0.82	0.79	0.85	194	53	214	35	0.37	0.93	0.91	0.92	0.9
convnetTop5Run_860.out	CNNModel	CHEMBL1994	adam	0.001	15	256	0	0.6	0	1	0.81	0.6	0.8	0.84	0.78	90	17	80	26	0.82	0.95	0.94	0.89	0.89
convnetTop5Run_1394.out	CNNModel	CHEMBL5147	adam	0.001	30	256	0	0.8	0	1	0.35	0.14	0.53	0.69	0.24	18	8	56	58	0.47	0.63	0.63	0.66	0.65
convnetTop5Run_848.out	CNNModel	CHEMBL4471	RMSprop	0.0005	30	128	0	0.6	0	1	0.77	0.51	0.75	0.72	0.83	52	20	42	11	0.14	0.84	0.85	0.87	0.9
convnetTop5Run_690.out	CNNModel	CHEMBL5719	adam	0.001	30	256	0	0.8	0	1	0.95	0.92	0.96	0.95	0.95	20	1	31	1	0.68	0.94	0.96	0.99	0.99
convnetTop5Run_2851.out	CNNModel	CHEMBL321	adam	0.0005	30	128	0	0.6	0	1	0.84	0.58	0.8	0.8	0.88	166	42	93	23	0.49	0.79	0.82	0.85	0.88
convnetTop5Run_2688.out	CNNModel	CHEMBL2345	adam	0.001	30	256	0	0.6	0	1	0.79	0.63	0.8	0.92	0.69	44	4	55	20	0.91	0.89	0.9	0.88	0.91
convnetTop5Run_685.out	CNNModel	CHEMBL4801	adam	0.001	30	32	0	0.6	0	1	0.8	0.59	0.79	0.74	0.87	40	14	36	6	0.73	0.75	0.84	0.88	0.89
convnetTop5Run_1381.out	CNNModel	CHEMBL3869	adam	0.0001	30	32	0	0.8	0	1	0.78	0.49	0.74	0.69	0.88	97	43	59	13	0.25	0.85	0.86	0.83	0.85
convnetTop5Run_849.out	CNNModel	CHEMBL4471	adam	0.0005	15	128	0	0.8	0	1	0.7	0.45	0.73	0.69	0.72	51	23	63	20	0.37	0.79	0.79	0.81	0.82
convnetTop5Run_2844.out	CNNModel	CHEMBL5247	adam	0.001	15	256	0	0.6	0	1	0.0	0.0	0.48	0.0	0.0	0	0	31	33	1.0	0.5	0.5	0.5	0.52
convnetTop5Run_2878.out	CNNModel	CHEMBL248	RMSprop	0.0005	30	128	0	0.8	0	1	0.84	0.67	0.83	0.79	0.9	228	61	190	24	0.43	0.91	0.91	0.91	0.9
convnetTop5Run_3233.out	CNNModel	CHEMBL3629	adam	0.0005	15	32	0	0.8	0	1	0.81	0.61	0.79	0.72	0.91	85	33	71	8	0.15	0.93	0.92	0.92	0.93
convnetTop5Run_120.out	CNNModel	CHEMBL3687	adam	0.001	30	128	0	0.8	0	1	0.6	0.37	0.63	0.87	0.46	13	2	16	15	0.52	0.8	0.87	0.72	0.79
convnetTop5Run_1424.out	CNNModel	CHEMBL261	adam	0.0005	30	32	0	0.6	0	1	0.72	0.43	0.71	0.71	0.73	72	30	70	27	0.31	0.77	0.82	0.75	0.78
convnetTop5Run_1342.out	CNNModel	CHEMBL5896	adam	0.0005	15	32	0	0.6	0	1	0.0	0.0	0.63	0.0	0.0	0	0	27	16	1.0	0.64	0.59	0.7	0.58
convnetTop5Run_646.out	CNNModel	CHEMBL270	adam	0.0001	30	256	0	0.6	0	1	0.89	0.78	0.89	0.91	0.88	482	49	463	68	0.55	0.94	0.93	0.94	0.93
convnetTop5Run_2893.out	CNNModel	CHEMBL4101	adam	0.0005	15	256	0	0.8	0	1	0.77	0.55	0.77	0.81	0.74	17	4	17	6	0.76	0.79	0.8	0.78	0.83
convnetTop5Run_2887.out	CNNModel	CHEMBL3145	adam	0.001	15	32	0	0.8	0	1	0.8	0.52	0.77	0.82	0.79	70	15	42	19	0.69	0.8	0.83	0.84	0.88
convnetTop5Run_1356.out	CNNModel	CHEMBL2635	adam	0.001	30	32	0	0.8	0	1	0.83	0.63	0.82	0.79	0.88	30	8	23	4	0.68	0.81	0.81	0.8	0.81
convnetTop5Run_652.out	CNNModel	CHEMBL3024	RMSprop	0.0005	30	128	0	0.8	0	1	0.8	0.67	0.83	0.9	0.72	71	8	103	27	0.66	0.86	0.9	0.9	0.91
convnetTop5Run_134.out	CNNModel	CHEMBL1981	adam	0.0005	30	32	0	0.6	0	1	0.0	0.0	0.54	0.0	0.0	0	0	120	102	1.0	0.57	0.55	0.64	0.55
convnetTop5Run_1430.out	CNNModel	CHEMBL320	adam	0.0005	15	128	0	0.8	0	1	0.78	0.59	0.79	0.77	0.79	23	7	27	6	0.77	0.79	0.79	0.83	0.86
convnetTop5Run_2139.out	CNNModel	CHEMBL3983	adam	0.0005	15	32	0	0.6	0	1	0.8	0.64	0.81	0.92	0.71	45	4	49	18	0.69	0.9	0.95	0.88	0.92
convnetTop5Run_2111.out	CNNModel	CHEMBL3795	adam	0.0005	15	128	0	0.8	0	1	0.96	0.91	0.95	0.94	0.97	101	6	84	3	0.7	0.98	0.96	0.99	0.99
convnetTop5Run_2677.out	CNNModel	CHEMBL4336	adam	0.001	30	256	0	0.8	0	1	0.0	0.0	0.49	0.0	0.0	0	0	40	42	1.0	0.5	0.51	0.5	0.51
convnetTop5Run_2105.out	CNNModel	CHEMBL1941	adam	0.0005	15	128	0	0.6	0	1	0.0	0.0	0.49	0.0	0.0	0	0	44	45	1.0	0.67	0.7	0.75	0.77
convnetTop5Run_1183.out	CNNModel	CHEMBL4111	RMSprop	0.001	30	256	0	0.8	0	1	0.98	0.96	0.98	1.0	0.96	46	0	42	2	0.99	0.98	0.99	1.0	1.0
convnetTop5Run_1829.out	CNNModel	CHEMBL5103	adam	0.0001	30	32	0	0.8	0	1	0.67	0.43	0.71	0.58	0.78	25	18	36	7	0.38	0.8	0.8	0.81	0.73
convnetTop5Run_1197.out	CNNModel	CHEMBL3045	adam	0.001	15	32	0	0.6	0	1	0.77	0.64	0.81	0.93	0.65	64	5	105	34	0.83	0.93	0.91	0.92	0.9
convnetTop5Run_1815.out	CNNModel	CHEMBL1908389	RMSprop	0.001	15	256	0	0.8	0	1	0.9	0.84	0.92	0.95	0.86	89	5	148	15	0.94	0.95	0.96	0.96	0.96
convnetTop5Run_444.out	CNNModel	CHEMBL206	adam	0.0005	15	32	0	0.6	0	1	0.86	0.68	0.84	0.91	0.81	203	19	149	48	0.97	0.91	0.95	0.9	0.93
convnetTop5Run_1140.out	CNNModel	CHEMBL3649	adam	0.0005	30	128	0	0.6	0	1	0.88	0.75	0.86	0.98	0.79	89	2	68	23	0.94	0.9	0.95	0.95	0.97
convnetTop5Run_322.out	CNNModel	CHEMBL5160	adam	0.001	30	128	0	0.8	0	1	0.69	0.25	0.56	0.53	1.0	26	23	3	0	0.4	0.59	0.61	0.6	0.58
convnetTop5Run_3025.out	CNNModel	CHEMBL257	adam	0.0005	15	32	0	0.8	0	1	0.94	0.87	0.93	0.89	0.99	101	12	77	1	0.05	0.98	0.98	0.99	0.99
convnetTop5Run_1632.out	CNNModel	CHEMBL3764	adam	0.0005	15	32	0	0.6	0	1	0.51	0.26	0.63	0.67	0.41	29	14	67	42	0.38	0.7	0.75	0.66	0.71
convnetTop5Run_336.out	CNNModel	CHEMBL219	adam	0.0005	15	128	0	0.8	0	1	0.87	0.76	0.88	0.89	0.86	349	42	388	58	0.72	0.94	0.94	0.94	0.95
convnetTop5Run_1154.out	CNNModel	CHEMBL238	adam	0.001	30	128	0	0.8	0	1	0.82	0.51	0.77	0.75	0.9	130	44	59	14	0.05	0.83	0.85	0.84	0.84
convnetTop5Run_2313.out	CNNModel	CHEMBL1936	adam	0.0005	30	256	0	0.8	0	1	0.8	0.6	0.8	0.8	0.8	129	32	134	33	0.6	0.89	0.9	0.87	0.85
convnetTop5Run_2461.out	CNNModel	CHEMBL4803	adam	0.0005	30	256	0	0.6	0	1	0.0	0.0	0.3	0.0	0.0	0	0	19	45	1.0	0.55	0.7	0.62	0.84
convnetTop5Run_1168.out	CNNModel	CHEMBL4027	adam	0.001	15	32	0	0.6	0	1	0.87	0.68	0.84	0.82	0.93	42	9	23	3	0.02	0.93	0.87	0.88	0.84
convnetTop5Run_295.out	CNNModel	CHEMBL1075145	adam	0.001	30	32	0	0.8	0	1	0.93	0.88	0.94	0.98	0.9	43	1	45	5	0.31	0.97	0.98	0.96	0.98
convnetTop5Run_20.out	CNNModel	CHEMBL3833	adam	0.0005	15	128	0	0.8	0	1	0.98	0.97	0.98	1.0	0.97	60	0	61	2	0.8	0.99	0.99	1.0	1.0
convnetTop5Run_1975.out	CNNModel	CHEMBL2959	adam	0.001	15	32	0	0.6	0	1	0.8	0.65	0.81	0.91	0.71	88	9	110	36	0.88	0.91	0.92	0.91	0.92
convnetTop5Run_1034.out	CNNModel	CHEMBL3815	adam	0.001	30	128	0	0.8	0	1	0.55	0.31	0.62	0.78	0.42	14	4	24	19	0.61	0.82	0.91	0.68	0.77
convnetTop5Run_530.out	CNNModel	CHEMBL331	RMSprop	0.0005	15	256	0	0.6	0	1	0.87	0.77	0.88	0.96	0.79	162	6	198	43	0.47	0.93	0.95	0.94	0.95
convnetTop5Run_1752.out	CNNModel	CHEMBL213	adam	0.001	15	32	0	0.8	0	1	0.84	0.72	0.86	0.88	0.81	114	16	142	26	0.36	0.89	0.87	0.92	0.88
convnetTop5Run_2529.out	CNNModel	CHEMBL220	adam	0.0005	15	128	0	0.6	0	1	0.78	0.42	0.73	0.79	0.77	307	83	160	92	0.34	0.82	0.88	0.8	0.86
convnetTop5Run_3179.out	CNNModel	CHEMBL4132	adam	0.0001	30	256	0	0.6	0	1	0.8	0.59	0.8	0.79	0.81	22	6	21	5	0.54	0.77	0.68	0.85	0.8
convnetTop5Run_2515.out	CNNModel	CHEMBL2272	adam	0.0001	15	128	0	0.8	0	1	0.92	0.86	0.93	0.88	0.96	23	3	30	1	0.55	0.96	0.95	0.97	0.98
convnetTop5Run_3384.out	CNNModel	CHEMBL2828	adam	0.0005	30	32	0	0.6	0	1	0.76	0.54	0.76	0.87	0.68	26	4	24	12	0.74	0.89	0.85	0.8	0.87
convnetTop5Run_929.out	CNNModel	CHEMBL4822	adam	0.0005	30	32	0	0.6	0	1	0.8	0.5	0.76	0.85	0.77	127	23	69	39	0.95	0.81	0.83	0.82	0.88
convnetTop5Run_2930.out	CNNModel	CHEMBL322	adam	0.001	15	128	0	0.8	0	1	0.88	0.75	0.87	0.89	0.87	288	37	260	42	0.79	0.94	0.94	0.93	0.94
convnetTop5Run_915.out	CNNModel	CHEMBL1977	adam	0.0005	30	256	0	0.6	0	1	0.83	0.73	0.85	1.0	0.7	26	0	36	11	0.18	0.88	0.93	0.91	0.93
convnetTop5Run_901.out	CNNModel	CHEMBL5023	adam	0.001	30	32	0	0.8	0	1	0.85	0.64	0.83	0.86	0.84	38	6	24	7	0.15	0.82	0.84	0.89	0.89
convnetTop5Run_3347.out	CNNModel	CHEMBL4102	adam	0.0005	30	128	0	0.8	0	1	0.0	0.0	0.57	0.0	0.0	0	0	82	62	1.0	0.63	0.56	0.57	0.53
convnetTop5Run_732.out	CNNModel	CHEMBL4696	adam	0.0005	30	32	0	0.6	0	1	0.6	0.15	0.48	0.44	0.95	18	23	4	1	0.52	0.52	0.47	0.69	0.73
convnetTop5Run_1222.out	CNNModel	CHEMBL325	RMSprop	0.0005	30	256	0	0.8	0	1	0.55	0.31	0.62	0.79	0.42	27	7	46	38	0.6	0.74	0.76	0.65	0.71
convnetTop5Run_3353.out	CNNModel	CHEMBL1871	adam	0.001	30	128	0	0.6	0	1	0.81	0.62	0.8	0.9	0.74	167	18	142	58	0.88	0.9	0.94	0.89	0.92
convnetTop5Run_2703.out	CNNModel	CHEMBL3568	adam	0.001	30	256	0	0.6	0	1	0.05	0.07	0.46	0.8	0.03	4	1	116	140	0.72	0.49	0.59	0.48	0.56
convnetTop5Run_2717.out	CNNModel	CHEMBL1902	adam	0.001	15	32	0	0.6	0	1	0.79	0.4	0.72	0.74	0.84	54	19	22	10	0.49	0.82	0.86	0.81	0.89
convnetTop5Run_3409.out	CNNModel	CHEMBL2434	adam	0.0005	15	32	0	0.6	0	1	0.87	0.72	0.86	0.86	0.89	131	21	107	17	0.2	0.96	0.97	0.95	0.96
convnetTop5Run_1578.out	CNNModel	CHEMBL2003	adam	0.001	30	128	0	0.8	0	1	0.0	0.0	0.5	0.0	0.0	0	0	35	35	1.0	0.48	0.54	0.49	0.5
convnetTop5Run_1208.out	CNNModel	CHEMBL1075319	adam	0.0005	15	256	0	0.8	0	1	0.83	0.62	0.81	0.84	0.82	41	8	32	9	0.37	0.95	0.97	0.88	0.9
convnetTop5Run_2701.out	CNNModel	CHEMBL3568	adam	0.0005	30	256	0	0.6	0	1	0.85	0.64	0.82	0.88	0.82	131	18	83	28	0.34	0.84	0.9	0.89	0.92
convnetTop5Run_2067.out	CNNModel	CHEMBL1741195	adam	0.001	30	32	0	0.8	0	1	0.92	0.86	0.93	0.95	0.9	35	2	42	4	0.76	0.98	0.98	0.98	0.98
convnetTop5Run_3379.out	CNNModel	CHEMBL1163125	adam	0.001	15	128	0	0.8	0	1	0.74	0.52	0.75	0.86	0.65	51	8	55	28	0.75	0.72	0.78	0.78	0.83
convnetTop5Run_2715.out	CNNModel	CHEMBL3066	adam	0.0001	30	128	0	0.8	0	1	0.9	0.81	0.9	0.89	0.91	122	15	129	12	0.73	0.98	0.96	0.96	0.95
convnetTop5Run_718.out	CNNModel	CHEMBL1827	adam	0.001	15	32	0	0.8	0	1	0.69	0.35	0.68	0.69	0.69	70	32	61	31	0.69	0.72	0.79	0.72	0.78
convnetTop5Run_3423.out	CNNModel	CHEMBL2243	adam	0.0005	30	32	0	0.6	0	1	0.77	0.38	0.67	0.64	0.98	51	29	11	1	0.23	0.72	0.8	0.69	0.72
convnetTop5Run_1552.out	CNNModel	CHEMBL1821	adam	0.0001	30	256	0	0.6	0	1	0.82	0.64	0.82	0.78	0.86	89	25	89	14	0.47	0.9	0.91	0.92	0.9
convnetTop5Run_3345.out	CNNModel	CHEMBL242	RMSprop	0.0005	15	128	0	0.8	0	1	0.78	0.47	0.74	0.77	0.79	162	48	100	42	0.75	0.88	0.93	0.83	0.88
convnetTop5Run_3351.out	CNNModel	CHEMBL1871	adam	0.0005	15	256	0	0.8	0	1	0.85	0.68	0.83	0.91	0.79	176	18	147	46	0.76	0.91	0.94	0.91	0.93
convnetTop5Run_724.out	CNNModel	CHEMBL1983	adam	0.0005	15	32	0	0.6	0	1	0.88	0.78	0.89	0.92	0.85	183	16	203	32	0.99	0.95	0.95	0.95	0.96
convnetTop5Run_2729.out	CNNModel	CHEMBL4828	adam	0.001	15	32	0	0.8	0	1	0.86	0.62	0.82	0.83	0.88	30	6	16	4	0.74	0.82	0.82	0.9	0.93
convnetTop5Run_917.out	CNNModel	CHEMBL4599	adam	0.001	15	32	0	0.6	0	1	0.94	0.88	0.94	0.99	0.89	74	1	74	9	0.94	0.97	0.98	0.99	0.99
convnetTop5Run_2926.out	CNNModel	CHEMBL322	adam	0.0005	15	128	0	0.6	0	1	0.87	0.73	0.87	0.91	0.84	264	27	238	51	0.89	0.91	0.92	0.93	0.94
convnetTop5Run_1585.out	CNNModel	CHEMBL276	adam	0.001	15	128	0	0.8	0	1	0.0	0.0	0.46	0.0	0.0	0	0	124	144	1.0	0.5	0.49	0.5	0.54
convnetTop5Run_3392.out	CNNModel	CHEMBL4409	adam	0.001	15	32	0	0.6	0	1	0.84	0.65	0.83	0.87	0.81	118	18	99	28	0.97	0.92	0.95	0.92	0.92
convnetTop5Run_2932.out	CNNModel	CHEMBL299	adam	0.001	15	256	0	0.6	0	1	0.83	0.6	0.81	0.84	0.82	122	23	82	26	0.83	0.84	0.83	0.88	0.91
convnetTop5Run_2265.out	CNNModel	CHEMBL216	adam	0.0001	30	256	0	0.8	0	1	0.77	0.59	0.79	0.81	0.73	160	37	204	58	0.83	0.89	0.91	0.87	0.87
convnetTop5Run_2503.out	CNNModel	CHEMBL5652	adam	0.0005	15	128	0	0.6	0	1	0.95	0.89	0.94	0.93	0.97	63	5	55	2	0.41	0.92	0.92	0.96	0.97
convnetTop5Run_2271.out	CNNModel	CHEMBL2916	adam	0.0005	30	128	0	0.6	0	1	0.64	0.18	0.59	0.74	0.57	37	13	21	28	0.91	0.76	0.83	0.69	0.81
convnetTop5Run_3147.out	CNNModel	CHEMBL275	adam	0.0005	30	128	0	0.8	0	1	0.75	0.47	0.73	0.81	0.7	64	15	50	27	0.83	0.92	0.93	0.82	0.84
convnetTop5Run_1750.out	CNNModel	CHEMBL4016	adam	0.0005	15	32	0	0.8	0	1	0.51	0.17	0.55	0.7	0.4	14	6	19	21	0.46	0.73	0.82	0.61	0.71
convnetTop5Run_254.out	CNNModel	CHEMBL2127	adam	0.001	30	128	0	0.6	0	1	0.94	0.83	0.92	0.98	0.91	39	1	20	4	0.7	0.94	0.95	0.97	0.98
convnetTop5Run_1036.out	CNNModel	CHEMBL3890	adam	0.0005	15	128	0	0.8	0	1	0.84	0.71	0.85	0.95	0.75	21	1	23	7	0.43	0.85	0.89	0.94	0.95
convnetTop5Run_526.out	CNNModel	CHEMBL331	RMSprop	0.0005	15	256	0	0.8	0	1	0.91	0.83	0.92	0.93	0.89	167	13	204	21	0.81	0.95	0.97	0.96	0.97
convnetTop5Run_1022.out	CNNModel	CHEMBL5491	adam	0.0005	15	128	0	0.6	0	1	0.93	0.85	0.92	0.92	0.93	56	5	52	4	0.31	0.93	0.94	0.96	0.96
convnetTop5Run_1744.out	CNNModel	CHEMBL205	adam	0.001	30	128	0	0.6	0	1	0.88	0.67	0.84	0.91	0.84	70	7	39	13	0.88	0.86	0.9	0.93	0.96
convnetTop5Run_240.out	CNNModel	CHEMBL5401	adam	0.0005	30	256	0	0.6	0	1	0.97	0.95	0.98	1.0	0.94	16	0	23	1	0.93	0.97	0.97	1.0	1.0
convnetTop5Run_1977.out	CNNModel	CHEMBL2304402	adam	0.001	5	256	0	0.8	0	1	0.0	0.0	0.43	0.0	0.0	0	0	24	32	1.0	0.45	0.38	0.46	0.53
convnetTop5Run_1963.out	CNNModel	CHEMBL1075051	adam	0.0005	30	256	0	0.6	0	1	0.81	0.65	0.81	0.71	0.96	22	9	20	1	0.15	0.88	0.85	0.97	0.98
convnetTop5Run_297.out	CNNModel	CHEMBL1914	adam	0.0005	15	128	0	0.6	0	1	0.53	0.28	0.62	0.73	0.41	110	41	214	156	0.52	0.7	0.69	0.74	0.76
convnetTop5Run_1793.out	CNNModel	CHEMBL4835	adam	0.001	15	32	0	0.6	0	1	0.76	0.6	0.8	0.68	0.85	17	8	26	3	0.55	0.72	0.7	0.82	0.77
convnetTop5Run_3184.out	CNNModel	CHEMBL4317	adam	0.001	15	32	0	0.8	0	1	0.0	0.0	0.48	0.0	0.0	0	0	28	30	1.0	0.5	0.5	0.5	0.52
convnetTop5Run_36.out	CNNModel	CHEMBL1868	adam	0.0005	15	256	0	0.8	0	1	0.8	0.67	0.83	0.9	0.72	89	10	132	34	0.7	0.92	0.92	0.91	0.91
convnetTop5Run_22.out	CNNModel	CHEMBL2525	RMSprop	0.0005	30	256	0	0.6	0	1	0.76	0.6	0.78	0.93	0.65	88	7	106	48	0.95	0.88	0.87	0.89	0.91
convnetTop5Run_3190.out	CNNModel	CHEMBL319	adam	0.001	15	128	0	0.6	0	1	0.0	0.0	0.5	0.0	0.0	0	0	102	101	1.0	0.5	0.51	0.5	0.5
convnetTop5Run_283.out	CNNModel	CHEMBL3535	adam	0.001	30	256	0	0.8	0	1	0.0	0.0	0.48	0.0	0.0	0	0	30	32	1.0	0.5	0.55	0.5	0.52
convnetTop5Run_1787.out	CNNModel	CHEMBL1865	adam	0.0005	30	256	0	0.6	0	1	0.79	0.46	0.74	0.74	0.85	45	16	23	8	0.2	0.73	0.76	0.8	0.83
convnetTop5Run_1618.out	CNNModel	CHEMBL2216739	adam	0.001	15	256	0	0.6	0	1	0.82	0.65	0.82	0.77	0.87	27	8	29	4	0.25	0.84	0.81	0.87	0.89
convnetTop5Run_2311.out	CNNModel	CHEMBL1936	adam	0.0001	30	256	0	0.6	0	1	0.79	0.64	0.83	0.81	0.78	104	25	151	29	0.93	0.91	0.91	0.88	0.84
convnetTop5Run_2477.out	CNNModel	CHEMBL1075284	adam	0.0005	30	256	0	0.6	0	1	0.98	0.97	0.98	1.0	0.97	32	0	26	1	0.87	0.99	0.99	1.0	1.0
convnetTop5Run_2463.out	CNNModel	CHEMBL4803	adam	0.001	30	32	0	0.6	0	1	0.61	0.35	0.68	0.68	0.55	28	13	49	23	0.62	0.81	0.74	0.71	0.69
convnetTop5Run_308.out	CNNModel	CHEMBL1163101	adam	0.0005	30	128	0	0.6	0	1	0.9	0.73	0.88	0.93	0.88	52	4	25	7	0.97	0.89	0.95	0.93	0.96
convnetTop5Run_3033.out	CNNModel	CHEMBL3998	adam	0.001	15	256	0	0.8	0	1	0.0	0.0	0.45	0.0	0.0	0	0	39	48	1.0	0.5	0.49	0.5	0.55
convnetTop5Run_1142.out	CNNModel	CHEMBL3898	adam	0.001	30	128	0	0.8	0	1	0.0	0.0	0.52	0.0	0.0	0	0	65	59	1.0	0.44	0.51	0.49	0.47
convnetTop5Run_1156.out	CNNModel	CHEMBL2567	adam	0.001	30	32	0	0.8	0	1	0.97	0.91	0.96	0.98	0.96	44	1	23	2	0.95	0.95	0.95	0.99	0.99
convnetTop5Run_452.out	CNNModel	CHEMBL3222	adam	0.0001	30	32	0	0.8	0	1	0.89	0.8	0.9	0.89	0.89	118	14	140	15	0.67	0.96	0.95	0.95	0.94
convnetTop5Run_334.out	CNNModel	CHEMBL2207	adam	0.0001	30	32	0	0.6	0	1	0.94	0.88	0.94	0.95	0.93	52	3	53	4	0.56	0.94	0.95	0.98	0.98
convnetTop5Run_3027.out	CNNModel	CHEMBL258	RMSprop	0.0005	30	128	0	0.8	0	1	0.77	0.59	0.79	0.83	0.71	187	37	252	77	0.97	0.86	0.88	0.86	0.87
convnetTop5Run_1803.out	CNNModel	CHEMBL1899	adam	0.0005	30	256	0	0.8	0	1	0.81	0.52	0.77	0.8	0.81	65	16	38	15	0.95	0.86	0.86	0.83	0.84
convnetTop5Run_1817.out	CNNModel	CHEMBL262	adam	0.0005	15	256	0	0.8	0	1	0.0	0.0	0.52	0.0	0.0	0	0	376	342	1.0	0.5	0.47	0.5	0.48
convnetTop5Run_2488.out	CNNModel	CHEMBL4465	adam	0.001	15	32	0	0.8	0	1	0.91	0.82	0.91	0.95	0.87	20	1	20	3	0.81	1.0	1.0	0.98	0.98
convnetTop5Run_1181.out	CNNModel	CHEMBL4111	adam	0.0005	30	128	0	0.6	0	1	0.88	0.78	0.88	1.0	0.79	38	0	33	10	0.94	0.99	0.99	0.98	0.99
convnetTop5Run_1195.out	CNNModel	CHEMBL3374	adam	0.0001	15	128	0	0.8	0	1	0.86	0.78	0.89	0.95	0.8	35	2	51	9	0.54	0.96	0.96	0.96	0.96
convnetTop5Run_678.out	CNNModel	CHEMBL4224	adam	0.0005	30	32	0	0.8	0	1	0.7	0.48	0.73	0.82	0.62	37	8	47	23	0.83	0.83	0.87	0.82	0.83
convnetTop5Run_3219.out	CNNModel	CHEMBL1881	adam	0.0005	15	32	0	0.6	0	1	0.89	0.74	0.87	0.87	0.91	58	9	43	6	0.58	0.9	0.92	0.92	0.94
convnetTop5Run_2107.out	CNNModel	CHEMBL1947	adam	0.0005	15	256	0	0.8	0	1	0.85	0.67	0.84	0.84	0.87	77	15	63	12	0.74	0.91	0.92	0.92	0.93
convnetTop5Run_2649.out	CNNModel	CHEMBL250	adam	0.0005	15	128	0	0.6	0	1	0.69	0.45	0.72	0.78	0.62	45	13	58	27	0.75	0.82	0.84	0.82	0.84
convnetTop5Run_644.out	CNNModel	CHEMBL237	RMSprop	0.0005	30	32	0	0.8	0	1	0.87	0.75	0.88	0.87	0.86	492	72	568	79	0.99	0.93	0.93	0.93	0.93
convnetTop5Run_122.out	CNNModel	CHEMBL2622	adam	0.0005	30	128	0	0.6	0	1	0.0	0.0	0.51	0.0	0.0	0	0	95	90	1.0	0.5	0.56	0.5	0.49
convnetTop5Run_3231.out	CNNModel	CHEMBL3629	adam	0.001	30	128	0	0.6	0	1	0.84	0.68	0.84	0.87	0.82	85	13	81	19	1.0	0.92	0.93	0.94	0.95
convnetTop5Run_3225.out	CNNModel	CHEMBL2871	adam	0.0005	15	128	0	0.6	0	1	0.89	0.78	0.89	0.92	0.86	180	15	178	29	0.73	0.96	0.96	0.97	0.97
convnetTop5Run_136.out	CNNModel	CHEMBL2508	adam	0.0005	15	256	0	0.8	0	1	0.94	0.87	0.94	0.94	0.95	59	4	45	3	0.4	0.97	0.98	0.97	0.98
